joint_number,WT [in],dist_to_us_weld,dist_to_ds_weld,distance_along_line,feature_type,ID/OD,depth_percent,"Metal Loss Depth 
[in]","Metal Loss Depth + Tolerance
[%]",Dimension Classification,"Metal Loss Depth Tolerance [%] 
(includes seamless and HAZ and modified specs)","Dent Depth
 [%]","Dent Depth
 [in]","Is any part of the dent affecting the top of the pipe? 
[Y/N]",Length [in],Comments,Anomalies per Joint,"Was anomaly sizing reviewed by analyst? 
[Y/N]","Was anomaly sizing/dimensions manually changed? 
[Y/N]","Magnetization Level 
[kA/m] for MFL survey 
or 
Actual WT [in] for UT Survey",Elevation [ft],"Seam Position
[hh:mm]","Distance To Seam Weld 
[in]",Tool,Evaluation Pressure [PSI],SMYS [PSI],Pipe Type,"Pipe Diameter (O.D.) 
[in.]",Pdesign [PSI],"Mod B31G Psafe 
[PSI]",Mod B31G Pburst [PSI],"Mod B31G Psafe Pressure with Tolerance
[PSI]","Mod B31G Pburst Pressure with Tolerance
[PSI]",Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,Length Tolerance [in],Width Tolerance [in],run_year,row_index,distance_raw_m,dist_to_us_weld_m,clock_position_deg,length_mm,width_mm,distance_corrected_m
14040,0.344,38.369,1.785,50361.952,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,2.4,EXT ML,9,N,N,5.97,149.14,09:20,32.882,CMFL,1025,65000,E.R. WELD,24,1341.6,1510.1,2097.3,1463.4,2032.5,1502.4,2086.6,0.679,1.125,1.0,1.2,2022,4623,15350.3229696,11.6948712,77.0,12239.8536,58.419999999999995,17530.706943224406
14040,0.344,38.419,1.736,50362.001,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,10.2,EXT ML ( NEAR SW ),9,N,N,5.97,149.127,09:20,5.445,CMFL,1025,65000,E.R. WELD,24,1341.6,1372.8,1906.7,1223.2,1698.9,1398.3,1942.1,0.747,1.025,1.0,1.2,2022,4624,15350.3379048,11.7101112,255.5,12239.8536,231.14,17530.708806444545
14040,0.344,38.425,1.732,50362.005,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,2.1,EXT ML,9,N,N,5.97,149.125,09:20,15.289,CMFL,1025,65000,E.R. WELD,24,1341.6,1494.4,2075.5,1449.6,2013.3,1482.4,2058.9,0.686,1.115,1.0,1.2,2022,4625,15350.339124,11.71194,353.0,12239.8536,71.11999999999999,17530.70895854415
14040,0.344,38.986,1.168,50362.569,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,2.3,EXT ML,9,N,N,5.97,148.969,09:20,13.823,CMFL,1025,65000,E.R. WELD,24,1341.6,1517.7,2107.9,1474.1,2047.3,1511.7,2099.5,0.675,1.13,1.0,1.2,2022,4626,15350.511031200002,11.882932799999999,345.5,12239.8536,60.959999999999994,17530.730404588212
14040,0.344,39.544,0.614,50363.123,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,2.9,EXT ML,9,N,N,5.97,148.814,09:20,15.499,CMFL,1025,65000,E.R. WELD,24,1341.6,1494.4,2075.5,1432.7,1989.9,1483.5,2060.4,0.686,1.113,1.0,1.2,2022,4627,15350.6798904,12.0530112,353.5,12239.8536,53.339999999999996,17530.751470383268
14040,0.344,39.734,0.423,50363.314,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,1.7,EXT ML,9,N,N,5.97,148.761,09:20,5.445,CMFL,1025,65000,E.R. WELD,24,1341.6,1520.2,2111.4,1489.0,2068.1,1514.4,2103.3,0.674,1.133,1.0,1.2,2022,4628,15350.7381072,12.110923200000002,305.5,12239.8536,50.8,17530.758733139326
14050,0.5,,,50368.763,Bend,,,,,,,,,,,BEND-HOT PULLED - 5.9D - 26° UNDER,0,,,4.14,147.92,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,2022,4630,15352.3989624,,,3125.1144000000004,,17530.9659308239
14060,0.344,0.666,39.498,50374.652,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,5.7,EXT ML,41,N,N,5.97,147.851,12:56,35.395,CMFL,1025,65000,E.R. WELD,24,1341.6,1401.0,1945.8,1279.7,1777.3,1371.5,1904.9,0.732,1.044,1.0,1.2,2022,4632,15354.193929600002,0.20299680000000003,219.0,12241.987200000001,99.05999999999999,17531.189859464834
14060,0.344,0.702,39.459,50374.692,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,14.5,EXT ML,41,N,N,5.97,147.851,12:56,15.499,CMFL,1025,65000,E.R. WELD,24,1341.6,1408.0,1955.5,1246.4,1731.0,1398.4,1942.3,0.728,1.049,1.0,1.2,2022,4633,15354.206121600002,0.2139696,317.0,12241.987200000001,104.13999999999999,17531.191380460867
14060,0.344,2.635,37.53,50376.621,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,2.2,EXT ML,41,N,N,5.97,147.854,12:56,9.844,CMFL,1025,65000,E.R. WELD,24,1341.6,1520.3,2111.5,1479.1,2054.3,1514.8,2103.9,0.674,1.133,1.0,1.2,2022,4634,15354.7940808,0.803148,340.5,12241.987200000001,55.88,17531.26473049455
14060,0.344,3.104,37.057,50377.093,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,6.4,EXT ML,41,N,N,5.97,147.938,12:56,11.729,CMFL,1025,65000,E.R. WELD,24,1341.6,1462.9,2031.8,1346.3,1869.9,1459.1,2026.5,0.701,1.092,1.0,1.2,2022,4635,15354.937946400001,0.9460992,333.0,12241.987200000001,53.339999999999996,17531.282678247735
14060,0.344,3.825,36.335,50377.815,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,3.3,EXT ML,41,N,N,5.97,148.066,12:56,11.519,CMFL,1025,65000,E.R. WELD,24,1341.6,1508.9,2095.6,1443.2,2004.5,1501.3,2085.2,0.679,1.124,1.0,1.2,2022,4636,15355.158012000002,1.1658600000000001,333.0,12241.987200000001,33.019999999999996,17531.31013222613
14060,0.344,4.521,35.64,50378.51,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,6.4,EXT ML,41,N,N,5.97,148.189,12:56,11.729,CMFL,1025,65000,E.R. WELD,24,1341.6,1424.6,1978.5,1304.1,1811.2,1439.5,1999.3,0.72,1.064,1.0,1.2,2022,4637,15355.369848000002,1.3780008000000001,83.5,12241.987200000001,68.58,17531.3365595322
14060,0.344,4.59,35.571,50378.579,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,1.7,EXT ML,41,N,N,5.97,148.202,12:56,9.634,CMFL,1025,65000,E.R. WELD,24,1341.6,1528.7,2123.1,1500.2,2083.6,1524.8,2117.7,0.671,1.139,1.0,1.2,2022,4638,15355.3908792,1.399032,341.5,12241.987200000001,48.26,17531.339183250355
14060,0.344,4.948,35.213,50378.937,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.0,EXT ML,41,N,N,5.97,148.265,12:56,9.006,CMFL,1025,65000,E.R. WELD,24,1341.6,1503.8,2088.6,1442.5,2003.5,1496.7,2078.8,0.682,1.12,1.0,1.2,2022,4639,15355.4999976,1.5081504000000001,344.5,12241.987200000001,73.66,17531.35279616485
14060,0.344,5.571,34.59,50379.56,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,2.1,EXT ML,41,N,N,5.97,148.376,12:56,10.472,CMFL,1025,65000,E.R. WELD,24,1341.6,1529.1,2123.7,1494.4,2075.6,1525.4,2118.6,0.67,1.14,1.0,1.2,2022,4640,15355.689888,1.6980408,78.0,12241.987200000001,33.019999999999996,17531.37648567806
14060,0.344,6.289,33.871,50380.279,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,8.2,EXT ML,41,N,N,5.97,148.504,12:56,10.053,CMFL,1025,65000,E.R. WELD,24,1341.6,1441.2,2001.7,1308.0,1816.7,1442.8,2003.9,0.711,1.075,1.0,1.2,2022,4641,15355.909039200002,1.9168872,339.5,12241.987200000001,71.11999999999999,17531.40382558175
14060,0.344,6.611,33.553,50380.597,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,9.6,EXT ML,41,N,N,5.97,148.56,12:56,9.425,CMFL,1025,65000,E.R. WELD,24,1341.6,1359.8,1888.6,1209.0,1679.2,1385.4,1924.2,0.754,1.014,1.0,1.2,2022,4642,15356.005965600001,2.0150328,75.0,12241.987200000001,81.28,17531.415917500213
14060,0.344,7.956,32.205,50381.946,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,4.6,EXT ML,41,N,N,5.97,148.799,12:56,11.1,CMFL,1025,65000,E.R. WELD,24,1341.6,1453.8,2019.2,1354.7,1881.5,1471.1,2043.2,0.705,1.084,1.0,1.2,2022,4643,15356.417140800002,2.4249888000000004,332.0,12241.987200000001,76.19999999999999,17531.46721309142
14060,0.344,9.029,31.132,50383.018,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,8.3,EXT ML,41,N,N,5.97,148.99,12:56,8.796,CMFL,1025,65000,E.R. WELD,24,1341.6,1386.8,1926.1,1247.1,1732.1,1386.2,1925.3,0.739,1.035,1.0,1.2,2022,4644,15356.7438864,2.7520392,344.5,12241.987200000001,91.44,17531.507975785098
14060,0.344,9.331,30.83,50383.32,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,7.8,EXT ML,41,N,N,5.97,149.043,12:56,30.788,CMFL,1025,65000,E.R. WELD,24,1341.6,1441.4,2002.0,1304.9,1812.4,1440.6,2000.8,0.711,1.071,1.0,1.2,2022,4645,15356.835936000001,2.8440888,171.0,12241.987200000001,157.48,17531.51945930515
14060,0.344,9.928,30.233,50383.917,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,3.7,EXT ML,41,N,N,5.97,149.149,12:56,11.729,CMFL,1025,65000,E.R. WELD,24,1341.6,1471.9,2044.4,1391.0,1931.9,1463.1,2032.1,0.696,1.098,1.0,1.2,2022,4646,15357.017901600002,3.0260544000000005,80.0,12241.987200000001,99.05999999999999,17531.54216017094
14060,0.344,10.059,30.102,50384.049,Metal Loss,External,31.0,0.106,46.0,GENE,20.0,,,,3.3,EXT ML,41,N,N,5.97,149.172,12:56,25.133,CMFL,1025,65000,E.R. WELD,24,1341.6,1417.7,1969.0,1326.7,1842.6,1387.9,1927.7,0.723,1.056,1.0,1.2,2022,4647,15357.0581352,3.0659832,267.5,12241.987200000001,88.89999999999999,17531.547179457848
14060,0.344,10.292,29.869,50384.281,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,13.5,EXT ML,41,N,N,5.97,149.214,12:56,32.463,CMFL,1025,65000,E.R. WELD,24,1341.6,1440.6,2000.8,1284.1,1783.5,1433.9,1991.5,0.712,1.074,1.0,1.2,2022,4648,15357.128848800001,3.1370016,193.0,12241.987200000001,137.16,17531.556001234836
14060,0.344,10.423,29.738,50384.413,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,14.3,EXT ML,41,N,N,5.97,149.237,12:56,10.681,CMFL,1025,65000,E.R. WELD,24,1341.6,1392.4,1933.9,1225.2,1701.7,1393.5,1935.4,0.736,1.034,1.0,1.2,2022,4649,15357.169082400002,3.1769304000000003,82.0,12241.987200000001,147.32,17531.561020521745
14060,0.344,10.837,29.324,50384.826,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,2.7,EXT ML,41,N,N,5.97,149.311,12:56,19.897,CMFL,1025,65000,E.R. WELD,24,1341.6,1483.2,2060.0,1423.2,1976.7,1469.4,2040.8,0.691,1.106,1.0,1.2,2022,4650,15357.294964800001,3.3031176,293.0,12241.987200000001,58.419999999999995,17531.576724805785
14060,0.344,10.915,29.245,50384.905,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,20.6,EXT ML,41,N,N,5.97,149.325,12:56,9.215,CMFL,1025,65000,E.R. WELD,24,1341.6,1363.1,1893.2,1192.6,1656.3,1350.3,1875.4,0.752,1.017,1.0,1.2,2022,4651,15357.319044,3.326892,348.0,12241.987200000001,127.0,17531.579728772947
14060,0.344,11.283,28.878,50385.272,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,2.3,EXT ML,41,N,N,5.97,149.39,12:56,25.133,CMFL,1025,65000,E.R. WELD,24,1341.6,1502.3,2086.6,1454.9,2020.7,1492.7,2073.2,0.682,1.12,1.0,1.2,2022,4652,15357.4309056,3.4390584,148.0,12241.987200000001,40.64,17531.59368391155
14060,0.344,11.365,28.796,50385.354,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,10.5,EXT ML,41,N,N,5.97,149.405,12:56,20.735,CMFL,1025,65000,E.R. WELD,24,1341.6,1342.5,1864.6,1187.5,1649.3,1408.0,1955.6,0.764,1.001,1.0,1.2,2022,4653,15357.4558992,3.464052,289.0,12241.987200000001,66.03999999999999,17531.596801953416
14060,0.344,11.657,28.504,50385.646,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,1.9,EXT ML,41,N,N,5.97,149.457,12:56,25.761,CMFL,1025,65000,E.R. WELD,24,1341.6,1494.8,2076.2,1453.7,2019.0,1482.5,2059.0,0.686,1.115,1.0,1.2,2022,4654,15357.544900800001,3.5530536,150.5,12241.987200000001,38.099999999999994,17531.607905224457
14060,0.344,12.425,27.736,50386.414,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,13.3,EXT ML,41,N,N,5.97,149.593,12:56,20.316,CMFL,1025,65000,E.R. WELD,24,1341.6,1276.4,1772.8,1105.2,1535.0,1298.0,1802.7,0.803,0.95,1.0,1.2,2022,4655,15357.7789872,3.7871400000000004,289.5,12241.987200000001,93.98,17531.637108348288
14060,0.344,12.772,27.388,50386.762,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,2.2,EXT ML,41,N,N,5.97,149.654,12:56,24.714,CMFL,1025,65000,E.R. WELD,24,1341.6,1493.3,2074.1,1445.1,2007.1,1481.3,2057.4,0.686,1.113,1.0,1.2,2022,4656,15357.885057600002,3.8929056,146.0,12241.987200000001,43.18,17531.650341013774
14060,0.344,13.15,27.011,50387.139,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,2.1,EXT ML,41,N,N,5.97,149.721,12:56,24.923,CMFL,1025,65000,E.R. WELD,24,1341.6,1506.5,2092.3,1465.5,2035.5,1497.6,2080.0,0.68,1.123,1.0,1.2,2022,4657,15357.999967200001,4.00812,146.5,12241.987200000001,33.019999999999996,17531.664676401382
14060,0.344,13.245,26.916,50387.234,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,3.5,EXT ML,41,N,N,5.97,149.738,12:56,13.823,CMFL,1025,65000,E.R. WELD,24,1341.6,1474.3,2047.6,1396.0,1938.8,1459.3,2026.9,0.695,1.098,1.0,1.2,2022,4658,15358.0289232,4.037076,93.5,12241.987200000001,48.26,17531.66828876696
14060,0.344,13.353,26.808,50387.343,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,5.3,EXT ML,41,N,N,5.97,149.757,12:56,5.236,CMFL,1025,65000,E.R. WELD,24,1341.6,1430.0,1986.1,1316.4,1828.4,1406.7,1953.7,0.717,1.065,1.0,1.2,2022,4659,15358.062146400001,4.069994400000001,3.0,12241.987200000001,33.019999999999996,17531.67243348115
14060,0.344,13.671,26.49,50387.661,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,2.1,EXT ML,41,N,N,5.97,149.814,12:56,25.133,CMFL,1025,65000,E.R. WELD,24,1341.6,1504.2,2089.2,1462.3,2031.0,1494.8,2076.1,0.682,1.121,1.0,1.2,2022,4660,15358.159072800001,4.1669208,148.0,12241.987200000001,40.64,17531.68452539961
14060,0.344,13.75,26.411,50387.74,Metal Loss,External,60.0,0.206,75.0,GENE,15.0,,,,28.8,*EXT ML,41,Y,Y,5.97,149.828,12:56,22.41,CMFL,1025,65000,E.R. WELD,24,1341.6,829.1,1151.5,622.0,863.9,1093.4,1518.6,1.236,0.613,1.0,1.2,2022,4661,15358.183152,4.191,275.5,12241.987200000001,182.88,17531.687529366776
14060,0.344,14.009,26.152,50387.999,Metal Loss,External,48.0,0.165,63.0,GENE,20.0,,,,7.7,EXT ML,41,N,N,5.97,149.874,12:56,5.655,CMFL,1025,65000,E.R. WELD,24,1341.6,1110.1,1541.9,935.7,1299.5,1169.5,1624.3,0.923,0.829,1.0,1.2,2022,4662,15358.262095200002,4.2699432,3.0,12241.987200000001,88.89999999999999,17531.69737781609
14060,0.344,14.091,26.073,50388.077,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,4.2,EXT ML,41,N,N,5.97,149.888,12:56,25.133,CMFL,1025,65000,E.R. WELD,24,1341.6,1435.0,1993.1,1336.3,1856.0,1444.4,2006.2,0.714,1.069,1.0,1.2,2022,4663,15358.2858696,4.2949368,146.0,12241.987200000001,60.959999999999994,17531.70034375835
14060,0.344,14.928,25.233,50388.917,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,1.7,EXT ML,41,N,N,5.97,150.037,12:56,18.64,CMFL,1025,65000,E.R. WELD,24,1341.6,1513.9,2102.6,1481.9,2058.2,1506.2,2092.0,0.677,1.128,1.0,1.2,2022,4664,15358.541901600001,4.5500544000000005,298.5,12241.987200000001,33.019999999999996,17531.732284675043
14060,0.344,14.931,25.23,50388.921,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,1.6,EXT ML,41,N,N,5.97,150.038,12:56,24.923,CMFL,1025,65000,E.R. WELD,24,1341.6,1517.2,2107.3,1489.3,2068.5,1510.3,2097.7,0.676,1.131,1.0,1.2,2022,4665,15358.5431208,4.5509688,147.0,12241.987200000001,30.479999999999997,17531.732436774644
14060,0.344,,,50389.18,Start Repair Marker,,,,,,,,,,,REPAIR MARKER 2012 DIG 36 RECOAT START,41,,,5.97,150.084,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4666,15358.622064000001,,,12241.987200000001,,17531.742285223958
14060,0.344,15.302,24.859,50389.291,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,5.3,EXT ML,41,N,N,5.97,150.103,12:56,8.378,CMFL,1025,65000,E.R. WELD,24,1341.6,1392.4,1933.9,1274.5,1770.2,1372.5,1906.2,0.736,1.039,1.0,1.2,2022,4667,15358.6558968,4.6640496,347.5,12241.987200000001,45.72,17531.74650598795
14060,0.344,15.531,24.629,50389.521,Metal Loss,External,16.0,0.055,31.0,CIGR,25.0,,,,0.8,EXT ML,41,N,N,5.97,150.144,12:56,24.504,CMFL,1025,65000,E.R. WELD,24,1341.6,1542.0,2141.6,1534.3,2130.9,1540.7,2139.9,0.665,1.149,1.0,1.2,2022,4668,15358.726000800001,4.7338488000000005,145.0,12241.987200000001,48.26,17531.755251715138
14060,0.344,15.873,24.288,50389.862,Metal Loss,External,41.0,0.141,56.0,PITT,15.0,,,,0.7,*EXT ML,41,Y,Y,5.97,150.205,12:56,21.363,CMFL,1025,65000,E.R. WELD,24,1341.6,1531.0,2126.4,1519.6,2110.5,1526.0,2119.4,0.67,1.141,0.4,1.0,2022,4669,15358.829937600001,4.8380904000000005,286.0,12241.987200000001,35.559999999999995,17531.768218206318
14060,0.344,15.988,24.173,50389.977,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,6.1,EXT ML,41,N,N,5.97,150.225,12:56,24.714,CMFL,1025,65000,E.R. WELD,24,1341.6,1413.3,1962.9,1292.3,1794.9,1445.5,2007.6,0.725,1.055,1.0,1.2,2022,4670,15358.8649896,4.8731424,143.0,12241.987200000001,66.03999999999999,17531.772591069912
14060,0.344,16.939,23.222,50390.928,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,6.7,EXT ML,41,N,N,5.97,150.394,12:56,22.41,CMFL,1025,65000,E.R. WELD,24,1341.6,1456.2,2022.5,1333.2,1851.6,1438.9,1998.5,0.704,1.084,1.0,1.2,2022,4671,15359.154854400002,5.1630072,281.0,12241.987200000001,86.36,17531.808752750592
14060,0.344,16.942,23.219,50390.932,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,8.5,EXT ML,41,N,N,5.97,150.395,12:56,14.032,CMFL,1025,65000,E.R. WELD,24,1341.6,1319.9,1833.2,1171.4,1626.9,1357.0,1884.7,0.777,0.986,1.0,1.2,2022,4672,15359.156073600001,5.1639216,89.0,12241.987200000001,231.14,17531.808904850197
14060,0.344,,,50392.116,Start Sleeve,,,,,,,,,,,2012 DIG 36 SLEEVE START,41,,,5.97,150.605,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4673,15359.516956800002,,,12241.987200000001,,17531.85392633277
14060,0.344,,,50397.503,End Sleeve,,,,,,,,,,,2012 DIG 36 SLEEVE END,41,,,5.97,151.562,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4674,15361.158914399999,,,12241.987200000001,,17532.058766473492
14060,0.344,,,50398.35,Start Repair Marker,,,,,,,,,,,REPAIR MARKER START,41,,,5.97,151.712,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4675,15361.417080000001,,,12241.987200000001,,17532.090973564485
14060,0.344,,,50398.547,Start Composite Wrap,,,,,,,,,,,COMPOSITE WRAP START,41,,,5.97,151.747,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4676,15361.4771256,,,12241.987200000001,,17532.09846446995
14060,0.344,25.151,15.013,50399.137,Metal Loss,External,23.0,0.079,,GENE,,,,,4.6,EXT ML REPAIRED,41,N,N,5.97,151.852,12:56,27.646,CMFL,1025,65000,E.R. WELD,24,1341.6,1416.3,1967.1,1312.8,1823.4,1395.8,1938.7,0.724,1.057,,,2022,4677,15361.656957600002,7.666024800000001,159.5,12241.987200000001,71.11999999999999,17532.120899161433
14060,0.344,,,50399.606,End Composite Wrap,,,,,,,,,,,COMPOSITE WRAP END,41,,,5.97,151.935,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4678,15361.799908800002,,,12241.987200000001,,17532.138732839918
14060,0.344,,,50399.636,End Repair Marker,,,,,,,,,,,REPAIR MARKER END,41,,,5.97,151.94,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4679,15361.809052800001,,,12241.987200000001,,17532.13987358694
14060,0.344,,,50400.709,End Repair Marker,,,,,,,,,,,REPAIR MARKER 2012 DIG 36 RECOAT END,41,,,5.97,152.131,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4680,15362.136103200002,,,12241.987200000001,,17532.180674305524
14080,0.344,0.463,39.623,50431.624,Seam Weld Manufacturing Anomaly,,,,,,,,,,7.6,SWA,7,N,N,5.97,156.404,09:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4683,15371.558995200001,0.1411224,269.0,12217.908000000001,,17533.356214114403
14080,0.344,3.986,36.099,50435.148,Seam Weld Manufacturing Anomaly,,,,,,,,,,10.6,SWA,7,N,N,5.97,156.688,09:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4684,15372.633110400002,1.2149328000000001,269.0,12217.908000000001,,17533.490213864894
14080,0.344,9.803,30.282,50440.965,Seam Weld Manufacturing Anomaly,,,,,,,,,,4.5,SWA,7,N,N,5.97,157.034,09:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4685,15374.406132,2.9879544000000005,271.0,12217.908000000001,,17533.71140471297
14080,0.344,13.271,26.814,50444.432,Seam Weld Manufacturing Anomaly,,,,,,,,,,12.6,SWA,7,N,N,5.97,157.24,09:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4686,15375.462873600001,4.0450008,274.0,12217.908000000001,,17533.843237044115
14080,0.344,16.063,24.026,50447.221,Seam Weld Manufacturing Anomaly,,,,,,,,,,13.4,SWA,7,N,N,5.97,157.405,09:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4687,15376.3129608,4.8960023999999995,269.0,12217.908000000001,,17533.949288492506
14080,0.344,17.894,22.195,50449.052,Seam Weld Manufacturing Anomaly,,,,,,,,,,8.3,SWA,7,N,N,5.97,157.514,09:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4688,15376.871049600002,5.4540912,277.0,12217.908000000001,,17534.018912085907
14080,0.344,,,50461.778,Field Bend,,,,,,,,,,,BEND-COLD OVER,7,,,5.97,158.27,09:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4689,15380.7499344,,,12217.908000000001,,17534.502816973756
14080,0.344,35.919,4.167,50467.08,Seam Weld Manufacturing Anomaly,,,,,,,,,,9.8,SWA,7,N,N,5.97,158.584,09:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4690,15382.365984000002,10.9481112,261.0,12217.908000000001,,17534.704424997908
14100,0.344,11.509,28.491,50523.031,Seam Weld Manufacturing Anomaly,,,,,,,,,,10.5,SWA,1,N,N,5.97,159.426,11:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4693,15399.419848800002,3.5079432,344.5,12192.0,,17536.831956223738
14140,0.344,3.301,36.693,50671.499,Metal Loss,External,14.0,0.048,29.0,PITT,20.0,,,,0.8,EXT ML ( NEAR SW ),6,N,N,5.97,154.472,08:40,0.838,CMFL,1025,65000,E.R. WELD,24,1341.6,1543.1,2143.2,1536.6,2134.1,1542.1,2141.8,0.664,1.15,0.6,1.2,2022,4698,15444.672895200001,1.0061448000000002,256.0,12188.952000000001,33.019999999999996,17542.47743719882
14140,0.344,7.539,32.451,50675.741,Seam Weld Manufacturing Anomaly,,,,,,,,,,8.5,SWA,6,N,N,5.97,154.273,08:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4699,15445.965856800001,2.2978872,261.5,12188.952000000001,,17542.6387388281
14140,0.344,9.4,30.594,50677.598,Seam Weld Manufacturing Anomaly,,,,,,,,,,4.5,SWA,6,N,N,5.97,154.185,08:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4700,15446.5318704,2.86512,260.5,12188.952000000001,,17542.709351068926
14140,0.344,14.596,25.397,50682.795,Seam Weld Manufacturing Anomaly,,,,,,,,,,10.3,SWA,6,N,N,5.97,153.941,08:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4701,15448.115916,4.4488608,259.0,12188.952000000001,,17542.90696647849
14140,0.344,16.142,23.848,50684.344,Seam Weld Manufacturing Anomaly,,,,,,,,,,6.4,SWA,6,N,N,5.97,153.868,08:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4702,15448.5880512,4.9200816000000005,253.0,12188.952000000001,,17542.965867049865
14140,0.344,17.835,22.159,50686.033,Seam Weld Manufacturing Anomaly,,,,,,,,,,5.7,SWA,6,N,N,5.97,153.789,08:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4703,15449.102858400001,5.436108000000001,258.0,12188.952000000001,,17543.03009110735
14160,0.344,34.416,5.696,50782.595,Seam Weld Manufacturing Anomaly,,,,,,,,,,6.9,SWA,1,N,N,5.97,149.488,12:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4706,15478.534956000001,10.4899968,32.5,12226.137600000002,,17546.70185158042
14180,0.344,8.383,31.663,50836.713,Seam Weld Manufacturing Anomaly,,,,,,,,,,7.3,SWA,5,N,N,5.97,147.37,11:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,4709,15495.030122400001,2.5551383999999997,332.5,12206.0208,,17548.759683163047
